buyer_id,sale_id,buyer_type,payment_mode,loan_taken,loan_provider,loan_amount
8920,L00137,Investor,UPI,False,,0
8921,L01101,Investor,Cash,True,PNB,6844871
8922,L00865,Investor,Bank Transfer,True,Axis,4350951
8923,L00004,End User,Cash,False,,0
8924,L00833,Investor,UPI,False,,0
8925,L00603,Investor,Cheque,True,HDFC,1482372
8926,L01034,Investor,Bank Transfer,False,,0
8927,L00655,Investor,Cash,False,,0
8928,L00844,End User,Bank Transfer,False,,0
8929,L00784,Investor,Bank Transfer,False,,0
8930,L01074,End User,Cheque,True,HDFC,6342752
8931,L00443,Investor,Cash,False,,0
8932,L01178,End User,Bank Transfer,False,,0
8933,L00436,Investor,Bank Transfer,True,PNB,5764368
8934,L01169,Investor,Cheque,False,,0
8935,L00101,End User,UPI,True,SBI,4100267
8936,L00773,End User,Bank Transfer,True,HDFC,7732784
8937,L00495,Investor,UPI,True,PNB,7848766
8938,L01028,End User,Cheque,True,SBI,3566758
8939,L00807,Investor,Cheque,True,SBI,4617448
8940,L01142,Investor,Bank Transfer,False,,0
8941,L00846,End User,Cash,True,PNB,3654383
8942,L00987,Investor,Cheque,True,ICICI,1226228
8943,L00228,Investor,Bank Transfer,True,HDFC,6292955
8944,L01193,Investor,Bank Transfer,True,HDFC,3541684
8945,L00672,Investor,Cash,True,HDFC,1195630
8946,L00859,Investor,Cheque,True,Axis,3017384
8947,L00925,Investor,Bank Transfer,False,,0
8948,L00067,End User,Cheque,False,,0
8949,L00068,Investor,Cheque,False,,0
8950,L00817,End User,Cash,True,SBI,3550483
8951,L00212,Investor,Bank Transfer,True,Axis,4450881
8952,L00013,Investor,Cash,True,SBI,5567490
8953,L00494,End User,Cash,True,HDFC,5139459
8954,L01165,End User,Cheque,True,HDFC,9031873
8955,L00300,End User,Cash,True,PNB,8105585
8956,L00411,End User,Bank Transfer,True,HDFC,8405353
8957,L00757,Investor,Bank Transfer,True,Axis,4932348
8958,L01075,End User,Cheque,True,Axis,3452071
8959,L00696,End User,UPI,False,,0
8960,L01151,End User,Cheque,False,,0
8961,L00724,Investor,UPI,True,ICICI,7059494
8962,L01016,End User,Cheque,False,,0
8963,L00528,End User,Cheque,True,Axis,6891415
8964,L00600,Investor,Cheque,True,Axis,4714361
8965,L01120,End User,Bank Transfer,True,Axis,2719357
8966,L00567,Investor,Cheque,True,SBI,2586286
8967,L00731,End User,Cheque,False,,0
8968,L00274,End User,Cash,True,ICICI,6828562
8969,L00967,Investor,UPI,False,,0
8970,L00238,End User,Cheque,False,,0
8971,L00406,Investor,Bank Transfer,False,,0
8972,L00003,End User,Cheque,False,,0
8973,L00007,Investor,Cash,True,SBI,5854070
8974,L00312,Investor,UPI,False,,0
8975,L01091,End User,Cheque,True,PNB,7730954
8976,L00452,End User,Bank Transfer,True,ICICI,6834659
8977,L00722,End User,Cheque,False,,0
8978,L00216,End User,UPI,True,HDFC,8213416
8979,L01086,Investor,UPI,True,PNB,5148880
8980,L00028,Investor,Cheque,False,,0
8981,L01158,Investor,Cheque,False,,0
8982,L00362,End User,UPI,True,PNB,4087305
8983,L00823,End User,UPI,False,,0
8984,L00781,Investor,Cash,False,,0
8985,L00629,End User,Bank Transfer,True,Axis,9516597
8986,L00454,End User,UPI,False,,0
8987,L00739,Investor,Cheque,False,,0
8988,L00536,Investor,Bank Transfer,True,ICICI,2011092
8989,L01050,End User,UPI,True,HDFC,2166793
8990,L00399,End User,Bank Transfer,True,HDFC,4423700
8991,L00257,Investor,Cash,False,,0
8992,L00292,Investor,Cash,False,,0
8993,L00026,End User,Cheque,False,,0
8994,L00337,Investor,Bank Transfer,False,,0
8995,L00585,End User,UPI,True,Axis,4761179
8996,L00048,Investor,Bank Transfer,False,,0
8997,L00319,End User,Cheque,False,,0
8998,L00107,End User,Bank Transfer,True,ICICI,3790998
8999,L00799,Investor,Cash,True,ICICI,6274472
9000,L00056,Investor,Bank Transfer,True,ICICI,2133067
9001,L00523,End User,Cash,False,,0
9002,L00214,Investor,Cash,True,Axis,7682276
9003,L00121,Investor,Cheque,False,,0
9004,L00918,Investor,Bank Transfer,False,,0
9005,L01068,Investor,Bank Transfer,True,Axis,6264071
9006,L01118,End User,Bank Transfer,True,HDFC,8099348
9007,L00073,Investor,Cheque,True,Axis,1062270
9008,L00948,End User,Cheque,True,ICICI,5203746
9009,L00747,Investor,Bank Transfer,True,Axis,3728022
9010,L00716,End User,Bank Transfer,False,,0
9011,L00558,Investor,UPI,True,ICICI,972302
9012,L01082,Investor,UPI,True,ICICI,6013931
9013,L01046,Investor,Cash,False,,0
9014,L00553,Investor,Bank Transfer,False,,0
9015,L00562,Investor,Cash,False,,0
9016,L00425,Investor,UPI,False,,0
9017,L01014,Investor,Cash,True,HDFC,5288426
9018,L00326,Investor,UPI,True,SBI,6576221
9019,L00924,Investor,Cheque,True,PNB,5621403
9020,L00317,End User,Cheque,False,,0
9021,L00804,End User,Cheque,True,ICICI,1285574
9022,L01163,Investor,Cheque,True,HDFC,9343023
9023,L00529,End User,UPI,False,,0
9024,L00837,End User,UPI,True,Axis,5830417
9025,L00715,End User,Bank Transfer,True,SBI,4168883
9026,L00901,Investor,UPI,True,Axis,1591707
9027,L00061,End User,Cheque,True,SBI,3477458
9028,L00723,End User,Cheque,True,HDFC,5609689
9029,L00093,End User,Bank Transfer,True,HDFC,1278696
9030,L00858,Investor,UPI,True,Axis,9931037
9031,L00619,End User,UPI,True,ICICI,9832187
9032,L00352,End User,Cash,False,,0
9033,L00933,End User,UPI,False,,0
9034,L00281,End User,UPI,False,,0
9035,L00421,Investor,Cheque,False,,0
9036,L01115,Investor,UPI,True,HDFC,1172205
9037,L00360,End User,Cash,False,,0
9038,L00423,End User,UPI,False,,0
9039,L00679,Investor,UPI,False,,0
9040,L00527,Investor,Bank Transfer,True,ICICI,8475438
9041,L00478,End User,Bank Transfer,True,Axis,6821835
9042,L01095,Investor,Cash,False,,0
9043,L00183,Investor,UPI,True,ICICI,1180232
9044,L01092,End User,UPI,True,Axis,902588
9045,L00433,End User,Cheque,False,,0
9046,L00111,End User,UPI,False,,0
9047,L00371,End User,Cash,False,,0
9048,L00240,End User,Bank Transfer,True,Axis,8976663
9049,L00709,End User,Cheque,False,,0
9050,L00630,End User,Bank Transfer,True,Axis,5322626
9051,L00594,End User,Cheque,True,HDFC,7694966
9052,L00486,Investor,Cheque,True,HDFC,8673426
9053,L00701,End User,Cheque,False,,0
9054,L00262,Investor,Cash,True,Axis,1653249
9055,L00480,Investor,Cash,True,ICICI,1153963
9056,L00650,End User,Bank Transfer,False,,0
9057,L00340,End User,UPI,True,ICICI,8742570
9058,L00669,Investor,Cheque,False,,0
9059,L00552,End User,Bank Transfer,False,,0
9060,L00459,End User,Bank Transfer,True,SBI,3957025
9061,L00184,Investor,Cash,True,ICICI,6065288
9062,L00138,Investor,Cash,False,,0
9063,L01161,Investor,Bank Transfer,True,SBI,2812231
9064,L00707,End User,UPI,True,ICICI,7537843
9065,L00582,Investor,Cheque,True,SBI,5729958
9066,L00081,End User,Cash,True,PNB,2694513
9067,L00769,Investor,Cash,False,,0
9068,L00870,End User,Bank Transfer,True,Axis,6059556
9069,L00762,Investor,Cash,False,,0
9070,L00030,End User,Cash,True,HDFC,5145697
9071,L00542,End User,Cheque,True,Axis,4987972
9072,L00166,Investor,UPI,False,,0
9073,L00249,Investor,Bank Transfer,False,,0
9074,L00308,Investor,UPI,False,,0
9075,L00448,Investor,Bank Transfer,True,Axis,6929981
9076,L00347,Investor,Bank Transfer,False,,0
9077,L00335,End User,UPI,True,ICICI,5975582
9078,L00286,Investor,UPI,True,PNB,5322270
9079,L00950,End User,UPI,True,HDFC,9565473
9080,L00098,Investor,Cheque,False,,0
9081,L00468,Investor,Cash,False,,0
9082,L01037,Investor,Bank Transfer,True,SBI,1302885
9083,L00913,Investor,Cheque,True,Axis,598136
9084,L00756,End User,Cheque,False,,0
9085,L00945,Investor,Cheque,True,ICICI,4680468
9086,L00614,End User,Cash,True,HDFC,660340
9087,L00802,End User,Bank Transfer,False,,0
9088,L00758,End User,Cheque,False,,0
9089,L00689,Investor,Cash,False,,0
9090,L00066,Investor,UPI,True,PNB,1945235
9091,L00794,End User,Cheque,True,PNB,5076601
9092,L00744,Investor,Cheque,False,,0
9093,L00568,End User,Cheque,True,PNB,8369859
9094,L01084,End User,UPI,False,,0
9095,L01099,End User,Bank Transfer,True,ICICI,4572610
9096,L00303,End User,Cheque,False,,0
9097,L00255,End User,Bank Transfer,False,,0
9098,L00959,End User,Bank Transfer,True,ICICI,3869329
9099,L01024,Investor,UPI,True,SBI,5528892
9100,L00313,End User,Cash,True,PNB,2154393
9101,L00530,End User,Cheque,True,SBI,5843571
9102,L00222,Investor,UPI,False,,0
9103,L00389,End User,Cash,False,,0
9104,L00236,Investor,Bank Transfer,True,HDFC,9041756
9105,L00810,End User,UPI,True,PNB,4242112
9106,L00483,Investor,Cash,False,,0
9107,L00713,End User,Bank Transfer,False,,0
9108,L00306,End User,UPI,True,PNB,3122370
9109,L01111,End User,Bank Transfer,False,,0
9110,L01090,Investor,UPI,False,,0
9111,L00772,Investor,Cash,True,PNB,3684208
9112,L00917,End User,UPI,False,,0
9113,L01139,End User,Cheque,True,PNB,9991540
9114,L00250,Investor,UPI,False,,0
9115,L00760,End User,Bank Transfer,True,SBI,6826721
9116,L00595,End User,UPI,False,,0
9117,L00072,Investor,Cash,False,,0
9118,L00095,End User,UPI,True,HDFC,8421405
9119,L00546,Investor,Bank Transfer,True,SBI,1767255
9120,L00034,Investor,Bank Transfer,False,,0
9121,L00862,End User,Bank Transfer,True,PNB,6596653
9122,L00579,End User,UPI,True,HDFC,5533508
9123,L00449,Investor,UPI,True,ICICI,7947259
9124,L00446,End User,Cheque,False,,0
9125,L00260,End User,Cash,True,Axis,7291787
9126,L00205,End User,UPI,False,,0
9127,L00573,Investor,Cash,False,,0
9128,L00824,End User,UPI,False,,0
9129,L00586,End User,Cash,False,,0
9130,L00366,Investor,UPI,True,ICICI,2910349
9131,L00812,Investor,Cheque,True,Axis,9268769
9132,L00078,Investor,Cheque,True,ICICI,4604340
9133,L00085,Investor,Cash,False,,0
9134,L00539,End User,Cash,True,SBI,4220464
9135,L00083,Investor,UPI,True,PNB,6112561
9136,L00458,Investor,Cheque,False,,0
9137,L01138,Investor,UPI,False,,0
9138,L00615,End User,Cheque,True,SBI,9133573
9139,L01186,End User,Cheque,True,HDFC,1887280
9140,L01076,Investor,UPI,True,PNB,1672842
9141,L00737,End User,UPI,False,,0
9142,L00437,Investor,Cash,False,,0
9143,L00555,Investor,Cheque,True,Axis,2029380
9144,L01080,Investor,Cheque,True,ICICI,7989022
9145,L01062,Investor,UPI,True,Axis,5858086
9146,L00351,End User,Bank Transfer,True,PNB,8212926
9147,L00197,End User,UPI,True,Axis,9636934
9148,L00465,Investor,Bank Transfer,False,,0
9149,L00589,Investor,Cash,False,,0
9150,L00006,End User,UPI,False,,0
9151,L00311,Investor,Bank Transfer,False,,0
9152,L00662,Investor,Cheque,False,,0
9153,L00405,End User,UPI,True,HDFC,8873180
9154,L01196,End User,UPI,True,HDFC,6566465
9155,L01044,Investor,Cash,True,ICICI,3870171
9156,L01058,End User,Cash,True,Axis,2021513
9157,L00105,End User,UPI,True,SBI,2436293
9158,L00537,End User,Bank Transfer,True,SBI,4552141
9159,L00606,End User,Cash,True,Axis,5232547
9160,L00063,Investor,Cash,False,,0
9161,L00282,Investor,UPI,False,,0
9162,L01056,End User,Cheque,False,,0
9163,L00239,End User,Bank Transfer,False,,0
9164,L00224,Investor,UPI,True,SBI,7878490
9165,L00146,Investor,Cheque,True,Axis,6282120
9166,L01119,Investor,Cash,False,,0
9167,L00374,Investor,Bank Transfer,False,,0
9168,L00119,Investor,Bank Transfer,True,PNB,1524426
9169,L00803,End User,Cash,False,,0
9170,L00251,Investor,UPI,True,Axis,9863237
9171,L01157,End User,Bank Transfer,False,,0
9172,L00010,End User,Cash,True,SBI,8217026
9173,L00450,End User,Bank Transfer,True,PNB,3991015
9174,L00874,Investor,Cheque,True,ICICI,8430615
9175,L00390,Investor,UPI,True,PNB,8775853
9176,L00966,End User,Cash,False,,0
9177,L00461,Investor,Cash,False,,0
9178,L01147,Investor,Cash,False,,0
9179,L00145,Investor,Cash,True,Axis,1225379
9180,L00502,Investor,Cash,False,,0
9181,L01108,Investor,Cash,True,ICICI,5340891
9182,L00540,End User,Cheque,False,,0
9183,L00178,End User,Cheque,True,HDFC,2023085
9184,L01159,End User,Cheque,True,ICICI,2440059
9185,L01051,End User,UPI,True,PNB,1471262
9186,L00584,End User,Cash,True,ICICI,7180571
9187,L01195,End User,Cheque,False,,0
9188,L00008,Investor,Cash,True,ICICI,5091967
9189,L00574,Investor,Cash,False,,0
9190,L00843,Investor,Bank Transfer,True,Axis,7720121
9191,L00358,End User,Bank Transfer,True,HDFC,1644048
9192,L00330,Investor,Bank Transfer,False,,0
9193,L00705,End User,Bank Transfer,False,,0
9194,L00830,End User,UPI,False,,0
9195,L00259,End User,Cheque,True,SBI,5169064
9196,L00891,End User,UPI,False,,0
9197,L00834,Investor,Cheque,True,PNB,5775264
9198,L01188,End User,Bank Transfer,True,ICICI,3323208
9199,L00905,Investor,Bank Transfer,True,Axis,4422156
9200,L00526,End User,UPI,True,Axis,9098705
9201,L00814,Investor,UPI,False,,0
9202,L00732,Investor,Cash,True,ICICI,9863340
9203,L01032,Investor,UPI,False,,0
9204,L01141,Investor,Bank Transfer,True,PNB,4429909
9205,L00441,End User,Cash,False,,0
9206,L00532,End User,Bank Transfer,False,,0
9207,L00960,Investor,Cash,True,ICICI,7159309
9208,L00229,End User,Cheque,False,,0
9209,L01041,Investor,Cash,False,,0
9210,L00213,End User,Cash,False,,0
9211,L00080,End User,Cheque,False,,0
9212,L00149,Investor,Cheque,True,ICICI,1712294
9213,L00592,End User,Cheque,True,PNB,2875737
9214,L00708,Investor,UPI,True,HDFC,4657609
9215,L00590,Investor,Cheque,True,Axis,2289580
9216,L00134,Investor,Cash,False,,0
9217,L00782,End User,Bank Transfer,True,ICICI,8021959
9218,L00409,End User,Bank Transfer,True,Axis,5655708
9219,L00970,End User,Bank Transfer,False,,0
9220,L00508,Investor,Cheque,True,HDFC,3926121
9221,L00877,End User,Bank Transfer,True,HDFC,8529311
9222,L00505,End User,Cheque,True,SBI,4581428
9223,L00719,Investor,UPI,True,Axis,2282864
9224,L00348,End User,UPI,False,,0
9225,L00387,End User,Cheque,True,SBI,6393910
9226,L00001,Investor,Cheque,False,,0
9227,L00361,Investor,Bank Transfer,False,,0
9228,L01134,Investor,Cash,False,,0
9229,L00476,End User,Cash,False,,0
9230,L00778,End User,Cheque,True,SBI,9461068
9231,L00754,Investor,UPI,False,,0
9232,L00173,End User,Cheque,False,,0
9233,L00451,Investor,UPI,True,Axis,6628200
9234,L00126,End User,UPI,True,SBI,6035241
9235,L00931,Investor,Bank Transfer,False,,0
9236,L00531,End User,Bank Transfer,True,PNB,6352147
9237,L00091,Investor,UPI,True,ICICI,6716134
9238,L01162,Investor,Cash,True,HDFC,9681907
9239,L00182,Investor,Cash,False,,0
9240,L01027,End User,Cash,False,,0
9241,L01000,Investor,Bank Transfer,True,Axis,579122
9242,L00252,Investor,Cash,True,Axis,1881069
9243,L00070,Investor,Bank Transfer,False,,0
9244,L00132,Investor,Cash,True,PNB,6271481
9245,L00301,Investor,Cheque,False,,0
9246,L01133,End User,Cash,False,,0
9247,L00327,End User,Cheque,False,,0
9248,L01020,Investor,Cheque,True,SBI,7285289
9249,L00500,Investor,Bank Transfer,False,,0
9250,L00666,Investor,Cheque,False,,0
9251,L00919,End User,UPI,True,PNB,6387487
9252,L00496,Investor,Bank Transfer,True,HDFC,1732845
9253,L00339,End User,Cash,True,Axis,4501892
9254,L00964,Investor,Bank Transfer,False,,0
9255,L00165,Investor,Cheque,True,HDFC,6674802
9256,L00029,End User,UPI,False,,0
9257,L00517,End User,Cheque,False,,0
9258,L00194,Investor,UPI,True,PNB,2351542
9259,L01104,Investor,UPI,True,PNB,1589372
9260,L00170,Investor,Cash,False,,0
9261,L01059,End User,Bank Transfer,True,PNB,4957349
9262,L00174,End User,Cheque,True,SBI,8115310
9263,L00519,Investor,Cheque,True,HDFC,5249856
9264,L00969,End User,Cheque,True,Axis,8232825
9265,L00702,Investor,Cheque,False,,0
9266,L00492,End User,Bank Transfer,True,SBI,6844691
9267,L00074,Investor,Bank Transfer,True,HDFC,4240422
9268,L00981,Investor,Cheque,False,,0
9269,L00588,Investor,UPI,True,HDFC,2964609
9270,L00235,End User,Bank Transfer,False,,0
9271,L00215,End User,Cheque,False,,0
9272,L00947,End User,UPI,True,Axis,4634371
9273,L00133,End User,Cash,True,Axis,9276655
9274,L01156,Investor,Cash,True,HDFC,2559942
9275,L00733,Investor,Cash,True,PNB,5739002
9276,L00941,Investor,Cheque,True,PNB,9806641
9277,L00186,End User,Cheque,False,,0
9278,L00042,Investor,Bank Transfer,False,,0
9279,L00109,Investor,Cheque,False,,0
9280,L00849,Investor,Cheque,False,,0
9281,L00569,Investor,Cheque,True,Axis,9457420
9282,L00651,Investor,Bank Transfer,True,ICICI,7045654
9283,L01001,End User,Cheque,True,SBI,1294307
9284,L01166,End User,Cash,False,,0
9285,L00484,End User,Bank Transfer,False,,0
9286,L00469,Investor,Cheque,True,SBI,7578230
9287,L00025,Investor,Cheque,True,Axis,6509988
9288,L00661,Investor,UPI,False,,0
9289,L00680,End User,Bank Transfer,False,,0
9290,L00753,End User,Cash,False,,0
9291,L00994,Investor,Bank Transfer,False,,0
9292,L00367,Investor,UPI,True,SBI,1953159
9293,L00840,Investor,UPI,True,PNB,5779765
9294,L01053,End User,UPI,False,,0
9295,L00384,End User,Cash,False,,0
9296,L00455,Investor,Cheque,False,,0
9297,L00265,End User,Cheque,True,PNB,6504508
9298,L00761,End User,Bank Transfer,False,,0
9299,L00980,End User,UPI,True,SBI,6582690
9300,L00445,Investor,Bank Transfer,True,ICICI,9179557
9301,L00396,Investor,Bank Transfer,True,ICICI,9917916
9302,L00742,Investor,UPI,True,HDFC,3809008
9303,L00177,Investor,Bank Transfer,True,SBI,9541342
9304,L00019,Investor,UPI,False,,0
9305,L00949,End User,UPI,True,PNB,1961502
9306,L00815,End User,UPI,False,,0
9307,L00596,Investor,Bank Transfer,True,HDFC,1357207
9308,L00062,End User,UPI,True,HDFC,7624428
9309,L00273,Investor,Cheque,True,Axis,1082341
9310,L01126,Investor,UPI,True,SBI,6301119
9311,L00279,End User,Cash,False,,0
9312,L00842,End User,Cash,False,,0
9313,L00369,End User,UPI,True,HDFC,8196071
9314,L00887,End User,UPI,True,SBI,6486085
9315,L01015,Investor,Cash,True,Axis,9897030
9316,L00860,End User,Cheque,True,Axis,1002740
9317,L00721,End User,Bank Transfer,False,,0
9318,L00826,End User,Cheque,True,Axis,4347050
9319,L00548,End User,Cash,False,,0
9320,L00880,Investor,Cheque,True,ICICI,3196732
9321,L00900,End User,Cheque,True,HDFC,7924117
9322,L00457,Investor,Bank Transfer,True,SBI,2468199
9323,L00394,Investor,UPI,False,,0
9324,L00676,End User,UPI,True,HDFC,9412124
9325,L00912,End User,Bank Transfer,False,,0
9326,L00965,Investor,Bank Transfer,True,HDFC,5199303
9327,L00376,End User,Cash,False,,0
9328,L00413,Investor,Cash,True,PNB,9907705
9329,L00075,Investor,Bank Transfer,True,HDFC,9211405
9330,L01122,Investor,UPI,False,,0
9331,L00863,Investor,UPI,False,,0
9332,L00501,Investor,Bank Transfer,True,ICICI,9204827
9333,L00942,Investor,UPI,False,,0
9334,L00617,Investor,Bank Transfer,True,HDFC,1172280
9335,L00115,Investor,Cheque,False,,0
9336,L00418,End User,Cash,False,,0
9337,L00602,Investor,Bank Transfer,False,,0
9338,L00605,End User,Bank Transfer,True,PNB,4848560
9339,L00090,End User,Bank Transfer,True,PNB,9981545
9340,L01149,Investor,Cash,False,,0
9341,L00499,Investor,UPI,True,HDFC,1903347
9342,L00876,End User,Cheque,True,PNB,2026311
9343,L00927,End User,Cash,False,,0
9344,L00999,End User,Cheque,True,ICICI,4438628
9345,L00012,Investor,Bank Transfer,True,HDFC,7245020
9346,L00397,End User,Bank Transfer,True,Axis,4316972
9347,L00755,Investor,Cash,True,HDFC,7284000
9348,L00556,End User,UPI,True,HDFC,3858882
9349,L00043,End User,UPI,True,HDFC,2080014
9350,L00168,Investor,UPI,False,,0
9351,L00417,End User,UPI,False,,0
9352,L00577,End User,Cash,True,HDFC,7533740
9353,L00268,Investor,Bank Transfer,False,,0
9354,L00808,Investor,UPI,True,SBI,7287115
9355,L00427,Investor,Cash,True,PNB,9346999
9356,L00691,Investor,UPI,False,,0
9357,L00545,Investor,Bank Transfer,True,PNB,9148344
9358,L01123,Investor,Cash,True,ICICI,9026014
9359,L00675,Investor,Cheque,False,,0
9360,L00690,Investor,UPI,True,SBI,3382582
9361,L01179,Investor,UPI,False,,0
9362,L00866,End User,Cash,False,,0
9363,L00102,End User,Bank Transfer,True,HDFC,8462919
9364,L00440,End User,Cheque,True,PNB,3974539
9365,L00059,End User,Bank Transfer,False,,0
9366,L01121,End User,UPI,True,Axis,2815155
9367,L00324,Investor,Cheque,False,,0
9368,L00975,End User,Cheque,True,SBI,2790842
9369,L00412,End User,Cash,True,Axis,4373109
9370,L00856,Investor,Bank Transfer,True,HDFC,7110941
9371,L00821,Investor,Cheque,True,ICICI,1989446
9372,L00045,End User,Cash,True,SBI,3467444
9373,L00050,Investor,Cheque,True,Axis,7800500
9374,L00850,Investor,Cheque,True,PNB,5840376
9375,L00241,End User,Bank Transfer,False,,0
9376,L00171,Investor,Cheque,False,,0
9377,L00524,End User,Cheque,False,,0
9378,L00766,End User,Bank Transfer,True,SBI,8125795
9379,L00839,Investor,Bank Transfer,False,,0
9380,L00424,End User,Bank Transfer,False,,0
9381,L00381,Investor,UPI,False,,0
9382,L00610,Investor,Cash,True,ICICI,3238190
9383,L00677,Investor,Bank Transfer,True,ICICI,6178303
9384,L00345,End User,Bank Transfer,False,,0
9385,L00110,End User,Cheque,False,,0
9386,L00278,Investor,Cheque,False,,0
9387,L00678,End User,Cash,False,,0
9388,L00571,End User,Cash,True,ICICI,8796834
9389,L00359,Investor,UPI,False,,0
9390,L00599,Investor,UPI,True,PNB,6103957
9391,L00391,Investor,UPI,False,,0
9392,L00894,Investor,Cheque,False,,0
9393,L00693,End User,Bank Transfer,True,PNB,5989112
9394,L00728,Investor,Bank Transfer,False,,0
9395,L00363,Investor,Cheque,True,SBI,1397811
9396,L00597,End User,Cheque,True,ICICI,3635138
9397,L00428,End User,Cash,False,,0
9398,L00071,Investor,Cheque,False,,0
9399,L00322,Investor,Cheque,False,,0
9400,L00653,Investor,Bank Transfer,False,,0
9401,L01066,Investor,Cheque,True,PNB,2726413
9402,L00108,Investor,Bank Transfer,False,,0
9403,L01109,End User,Bank Transfer,True,HDFC,7310628
9404,L00356,End User,Bank Transfer,False,,0
9405,L00951,End User,Bank Transfer,True,HDFC,6226878
9406,L00343,Investor,Cash,False,,0
9407,L00355,End User,Bank Transfer,True,PNB,5536087
9408,L00024,End User,UPI,False,,0
9409,L00044,Investor,Cheque,True,HDFC,8566949
9410,L00244,Investor,UPI,False,,0
9411,L00738,Investor,UPI,True,SBI,4638418
9412,L01136,End User,UPI,True,HDFC,6809583
9413,L00368,Investor,Cheque,False,,0
9414,L00164,End User,UPI,False,,0
9415,L01116,End User,Cash,True,Axis,1692808
9416,L00333,End User,Cheque,True,ICICI,6765213
9417,L00989,End User,UPI,True,Axis,1346345
9418,L01173,End User,Cash,True,PNB,4693923
9419,L01002,Investor,Bank Transfer,False,,0
9420,L00378,Investor,Cash,False,,0
9421,L00310,End User,Cash,True,HDFC,717420
9422,L00156,Investor,Bank Transfer,False,,0
9423,L00211,Investor,Bank Transfer,True,ICICI,8878721
9424,L00087,End User,Bank Transfer,True,Axis,6013833
9425,L00169,End User,Cheque,True,Axis,2460459
9426,L00995,End User,Cheque,True,PNB,3464139
9427,L00052,End User,Cheque,False,,0
9428,L00439,Investor,Cheque,False,,0
9429,L00550,Investor,Cash,False,,0
9430,L00491,Investor,Bank Transfer,False,,0
9431,L00426,End User,Cash,True,ICICI,2502130
9432,L00136,Investor,UPI,False,,0
9433,L01192,Investor,UPI,True,Axis,6417613
9434,L00055,Investor,Cash,False,,0
9435,L00079,End User,Cash,False,,0
9436,L00431,End User,Cheque,False,,0
9437,L00185,Investor,Cheque,True,HDFC,2398641
9438,L00057,End User,Cash,True,Axis,5584083
9439,L00943,End User,UPI,True,PNB,4310642
9440,L00851,Investor,Cash,False,,0
9441,L01164,Investor,UPI,False,,0
9442,L00219,Investor,UPI,False,,0
9443,L00845,Investor,Cheque,False,,0
9444,L00114,End User,Bank Transfer,False,,0
9445,L00549,End User,UPI,True,ICICI,4551049
9446,L01019,End User,Bank Transfer,False,,0
9447,L01073,Investor,Cash,False,,0
9448,L00175,End User,Cheque,False,,0
9449,L01023,Investor,UPI,False,,0
9450,L00616,Investor,Cheque,False,,0
9451,L00514,Investor,Cash,True,Axis,5904926
9452,L00462,End User,Cash,True,Axis,1122620
9453,L00287,Investor,Bank Transfer,True,Axis,1393514
9454,L00382,Investor,UPI,True,Axis,8141946
9455,L01008,Investor,UPI,True,HDFC,4189901
9456,L00671,End User,Cheque,True,HDFC,9681560
9457,L00535,End User,Cash,False,,0
9458,L00910,End User,Cash,True,Axis,9765463
9459,L00293,End User,UPI,True,ICICI,2685065
9460,L00124,End User,Bank Transfer,False,,0
9461,L00583,End User,Cheque,False,,0
9462,L00141,End User,UPI,False,,0
9463,L00736,End User,Bank Transfer,True,SBI,8109137
9464,L00082,Investor,Cheque,False,,0
9465,L00882,End User,Bank Transfer,True,ICICI,2409005
9466,L00740,Investor,UPI,False,,0
9467,L01102,End User,Bank Transfer,True,ICICI,8855565
9468,L00909,End User,Bank Transfer,True,Axis,4538158
9469,L01167,End User,Cash,True,ICICI,9198311
9470,L00937,End User,UPI,True,PNB,9086238
9471,L00372,End User,Cash,False,,0
9472,L00890,Investor,UPI,True,PNB,1829151
9473,L00157,Investor,Cash,False,,0
9474,L00992,Investor,Bank Transfer,True,ICICI,5488093
9475,L00622,End User,UPI,True,SBI,3383667
9476,L01038,Investor,UPI,False,,0
9477,L00245,Investor,Bank Transfer,True,PNB,7623068
9478,L00159,Investor,UPI,True,HDFC,7517915
9479,L00746,End User,Cheque,False,,0
9480,L00193,Investor,Cash,False,,0
9481,L00534,Investor,Cheque,True,Axis,9095241
9482,L00904,End User,Cheque,False,,0
9483,L01004,End User,UPI,True,ICICI,2944289
9484,L01070,Investor,Bank Transfer,True,SBI,9456659
9485,L00414,End User,Bank Transfer,False,,0
9486,L01187,End User,UPI,False,,0
9487,L00328,Investor,Bank Transfer,True,HDFC,7588187
9488,L00129,Investor,Cheque,True,Axis,1263412
9489,L00695,End User,Bank Transfer,True,ICICI,622457
9490,L00631,End User,Cash,False,,0
9491,L00275,End User,UPI,True,HDFC,4201168
9492,L01148,End User,Cheque,True,ICICI,6942514
9493,L00309,Investor,Cheque,True,SBI,8557348
9494,L00234,End User,Cheque,True,Axis,3544106
9495,L01048,Investor,UPI,False,,0
9496,L00623,Investor,Bank Transfer,True,ICICI,1291195
9497,L00644,End User,UPI,True,Axis,1141738
9498,L00479,End User,UPI,True,Axis,7965631
9499,L00472,Investor,Cash,True,PNB,6409654
9500,L00926,End User,Bank Transfer,False,,0
9501,L01098,Investor,UPI,False,,0
9502,L00627,End User,Cash,True,ICICI,5927288
9503,L00395,End User,UPI,True,SBI,9069217
9504,L00637,Investor,Cash,True,SBI,9869341
9505,L00768,Investor,UPI,True,PNB,858570
9506,L00533,Investor,Cash,False,,0
