attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
11292,L11292,2,2,8.0,9,2003,True,1,Semi-Furnished,14.13,True,False
11293,L11293,3,3,9.63627358490566,36,1990,False,0,Unfurnished,9.78,False,False
11294,L11294,2,1,9.0,10,2016,False,0,Furnished,8.03,True,False
11295,L11295,1,1,11.0,19,2011,True,1,Unfurnished,2.37,True,True
11296,L11296,4,2,30.0,31,2011,True,3,Unfurnished,6.98,True,False
11297,L11297,5,1,16.0,17,2015,True,0,Unfurnished,6.32,True,True
11298,L11298,1,2,4.0,9,2013,False,0,Semi-Furnished,3.85,False,True
11299,L11299,3,2,7.0,33,2019,True,0,Semi-Furnished,12.43,True,True
11300,L11300,3,1,18.0,34,2006,True,2,Semi-Furnished,10.01,False,False
11301,L11301,2,1,3.0,24,2012,True,1,Unfurnished,10.97,False,False
11302,L11302,4,4,2.0,9,1999,True,2,Unfurnished,10.51,False,True
11303,L11303,4,4,6.0,7,2022,True,1,Semi-Furnished,1.63,True,True
11304,L11304,1,2,9.0,16,1997,True,4,Semi-Furnished,11.29,False,True
11305,L11305,1,1,13.0,19,1994,False,0,Semi-Furnished,12.72,False,False
11306,L11306,1,4,29.0,39,2023,False,0,Unfurnished,7.06,False,True
11307,L11307,5,4,1.0,6,2016,False,0,Furnished,12.42,True,False
11308,L11308,5,4,7.0,11,2020,True,0,Unfurnished,6.03,True,False
11309,L11309,3,4,3.0,12,2014,True,4,Semi-Furnished,11.14,True,True
11310,L11310,3,2,10.0,13,1991,False,0,Furnished,10.23,True,False
11311,L11311,3,3,1.0,12,2009,True,3,Unfurnished,13.34,False,False
11312,L11312,4,1,18.0,21,1992,True,3,Unfurnished,7.91,False,True
11313,L11313,3,1,2.0,10,2004,False,0,Semi-Furnished,2.76,False,False
11314,L11314,2,4,3.0,20,2016,False,0,Furnished,4.36,False,False
11315,L11315,1,2,10.0,36,2013,True,2,Unfurnished,7.08,True,False
11316,L11316,4,3,12.0,28,2012,False,0,Unfurnished,7.03,True,False
11317,L11317,5,3,17.0,24,1997,True,1,Furnished,9.81,False,True
11318,L11318,1,1,1.0,5,2011,False,0,Unfurnished,0.47000000000000003,True,True
11319,L11319,3,2,18.0,37,2005,True,1,Semi-Furnished,7.3,False,True
11320,L11320,5,2,11.0,12,1995,True,3,Semi-Furnished,8.72,True,True
11321,L11321,5,1,32.0,35,2018,True,0,Furnished,9.65,False,False
11322,L11322,5,3,1.0,2,2015,False,0,Unfurnished,10.99,True,True
11323,L11323,1,2,9.63627358490566,39,1998,True,0,Furnished,10.29,False,True
11324,L11324,4,4,2.0,9,2008,False,0,Semi-Furnished,11.27,False,True
11325,L11325,1,2,16.0,22,1996,True,1,Unfurnished,12.82,False,True
11326,L11326,2,1,2.0,5,2014,False,0,Furnished,1.37,False,False
11327,L11327,3,1,0.0,12,2013,True,4,Furnished,6.68,False,False
11328,L11328,4,4,0.0,1,2023,True,3,Semi-Furnished,2.98,False,True
11329,L11329,4,3,2.0,22,2018,False,0,Furnished,0.21,False,False
11330,L11330,3,3,9.63627358490566,38,2023,True,2,Semi-Furnished,5.44,True,True
11331,L11331,2,4,5.0,19,2009,False,0,Unfurnished,14.95,True,False
11332,L11332,5,2,6.0,16,1994,True,1,Semi-Furnished,4.07,True,False
11333,L11333,3,1,22.0,31,2019,True,0,Unfurnished,7.02,False,False
11334,L11334,5,4,0.0,3,2009,False,0,Semi-Furnished,13.54,False,False
11335,L11335,3,1,7.0,23,2000,True,3,Unfurnished,2.7800000000000002,False,False
11336,L11336,1,1,12.0,18,2010,True,3,Unfurnished,2.33,False,True
11337,L11337,2,4,3.0,26,2009,True,2,Furnished,5.08,True,False
11338,L11338,2,3,5.0,13,1995,False,0,Unfurnished,9.77,False,True
11339,L11339,3,3,10.0,18,2015,False,0,Semi-Furnished,9.09,False,True
11340,L11340,2,4,0.0,3,2012,False,0,Semi-Furnished,4.41,True,False
11341,L11341,5,4,7.0,23,1994,False,0,Furnished,13.58,False,False
11342,L11342,2,2,1.0,3,2014,False,0,Furnished,1.49,False,False
11343,L11343,2,4,1.0,25,2018,False,0,Furnished,13.18,False,False
11344,L11344,2,1,7.0,27,1993,True,3,Furnished,2.68,True,True
11345,L11345,4,3,19.0,27,2016,False,0,Unfurnished,7.95,False,False
11346,L11346,3,1,8.0,39,1999,True,2,Furnished,9.2,False,True
11347,L11347,1,3,3.0,25,2023,True,1,Furnished,14.04,False,True
11348,L11348,1,1,16.0,24,2016,False,0,Unfurnished,4.39,False,True
11349,L11349,4,4,6.0,8,1997,True,2,Semi-Furnished,13.77,False,False
11350,L11350,4,4,4.0,9,2017,False,0,Semi-Furnished,14.52,True,False
11351,L11351,1,2,20.0,37,1998,True,1,Semi-Furnished,14.4,True,True
11352,L11352,5,3,19.0,30,2023,False,0,Furnished,7.76,True,False
11353,L11353,1,4,5.0,19,2019,False,0,Unfurnished,2.47,True,False
11354,L11354,1,3,0.0,16,2006,True,1,Semi-Furnished,7.94,False,False
11355,L11355,3,4,2.0,24,2022,True,3,Unfurnished,12.22,False,True
11356,L11356,1,2,6.0,21,2018,True,4,Furnished,5.48,True,True
11357,L11357,1,4,8.0,36,2002,False,0,Semi-Furnished,11.58,False,True
11358,L11358,2,4,0.0,39,2018,True,0,Furnished,8.78,False,True
11359,L11359,4,2,3.0,6,2003,True,1,Furnished,8.11,True,False
11360,L11360,1,1,1.0,5,1997,False,0,Furnished,5.92,False,False
11361,L11361,1,3,1.0,14,2021,True,0,Furnished,10.29,True,True
11362,L11362,5,1,0.0,4,2000,False,0,Semi-Furnished,5.61,True,True
11363,L11363,1,1,4.0,8,1994,True,1,Unfurnished,6.83,True,False
11364,L11364,3,1,1.0,24,1994,False,0,Semi-Furnished,1.79,True,True
11365,L11365,5,3,3.0,11,1991,True,2,Semi-Furnished,11.51,True,True
11366,L11366,1,2,10.0,17,2015,False,0,Semi-Furnished,9.14,False,True
11367,L11367,3,4,18.0,21,2019,False,0,Unfurnished,10.95,False,True
11368,L11368,4,4,23.0,26,2002,True,3,Furnished,14.4,True,False
11369,L11369,1,1,25.0,27,2016,False,0,Furnished,3.91,True,False
11370,L11370,4,3,12.0,16,2006,True,2,Furnished,10.78,False,False
11371,L11371,1,1,21.0,26,2004,True,1,Semi-Furnished,5.01,False,False
11372,L11372,5,2,25.0,33,2022,True,3,Semi-Furnished,3.11,False,False
11373,L11373,5,4,20.0,31,2019,False,0,Semi-Furnished,8.12,False,False
11374,L11374,3,4,1.0,6,2021,False,0,Unfurnished,14.44,True,True
11375,L11375,2,4,2.0,8,1996,True,1,Semi-Furnished,14.32,False,False
11376,L11376,3,4,4.0,7,2005,False,0,Semi-Furnished,13.63,False,True
11377,L11377,1,2,23.0,34,2000,False,0,Unfurnished,7.48,False,True
11378,L11378,4,3,11.0,14,2003,False,0,Semi-Furnished,9.72,False,True
11379,L11379,4,3,11.0,16,2012,True,3,Semi-Furnished,1.12,True,False
11380,L11380,1,2,8.0,9,2020,False,0,Furnished,2.55,False,False
11381,L11381,2,4,6.0,10,2017,True,4,Furnished,4.12,True,True
11382,L11382,2,3,0.0,17,1994,False,0,Unfurnished,3.81,True,False
11383,L11383,2,2,11.0,12,2013,False,0,Unfurnished,13.38,False,True
11384,L11384,1,1,3.0,6,2007,False,0,Furnished,7.69,False,True
11385,L11385,5,2,12.0,19,1993,False,0,Unfurnished,6.48,False,True
11386,L11386,5,4,28.0,29,2012,True,4,Furnished,1.43,False,False
11387,L11387,1,4,5.0,6,1998,True,3,Unfurnished,11.7,True,False
11388,L11388,5,4,22.0,25,2000,False,0,Furnished,0.15,True,True
11389,L11389,2,1,5.0,24,2000,False,0,Semi-Furnished,12.71,True,True
11390,L11390,5,3,9.0,25,1996,True,0,Unfurnished,2.8,True,True
11391,L11391,1,4,10.0,16,2006,False,0,Semi-Furnished,7.54,False,True
11392,L11392,5,1,12.0,16,2007,False,0,Semi-Furnished,5.36,False,False
11393,L11393,5,2,1.0,6,2015,False,0,Furnished,13.98,False,False
11394,L11394,5,3,2.0,37,2015,True,2,Unfurnished,14.5,True,True
11395,L11395,5,3,5.0,21,2006,True,0,Unfurnished,12.2,False,False
11396,L11396,1,2,3.0,4,1999,False,0,Semi-Furnished,9.3,False,False
11397,L11397,3,3,12.0,34,2019,False,0,Unfurnished,7.7,True,True
11398,L11398,5,2,3.0,28,2004,False,0,Semi-Furnished,3.59,True,False
11399,L11399,3,1,14.0,38,2015,False,0,Furnished,8.96,True,True
11400,L11400,1,4,5.0,28,2017,False,0,Semi-Furnished,9.96,False,False
11401,L11401,4,1,0.0,17,2008,False,0,Furnished,14.04,False,False
11402,L11402,3,4,8.0,14,1990,False,0,Semi-Furnished,9.22,True,True
11403,L11403,1,3,3.0,7,2023,False,0,Furnished,12.83,True,False
11404,L11404,4,2,10.0,22,2013,True,2,Semi-Furnished,6.29,True,False
11405,L11405,5,2,0.0,1,2013,False,0,Unfurnished,8.07,False,False
11406,L11406,1,1,12.0,29,2007,True,3,Unfurnished,13.76,True,True
11407,L11407,2,1,0.0,31,1990,True,4,Semi-Furnished,11.23,False,False
11408,L11408,4,3,18.0,30,1999,False,0,Furnished,13.84,False,False
11409,L11409,2,2,11.0,15,1993,False,0,Unfurnished,2.18,True,True
11410,L11410,5,4,3.0,18,2003,False,0,Furnished,3.13,True,False
11411,L11411,5,3,4.0,35,2010,False,0,Semi-Furnished,4.42,False,False
11412,L11412,3,3,22.0,30,2015,True,1,Furnished,12.54,True,True
11413,L11413,5,3,24.0,34,1994,False,0,Unfurnished,5.98,True,True
11414,L11414,3,2,0.0,11,2004,False,0,Furnished,0.35000000000000003,False,True
11415,L11415,4,1,4.0,27,2013,False,0,Semi-Furnished,4.49,True,False
11416,L11416,2,2,18.0,24,1999,True,2,Furnished,1.6800000000000002,False,True
11417,L11417,4,4,9.63627358490566,35,2006,False,0,Unfurnished,11.41,False,False
11418,L11418,2,2,9.63627358490566,39,2021,True,2,Furnished,4.82,True,True
11419,L11419,1,4,5.0,8,1998,False,0,Furnished,10.07,True,False
11420,L11420,4,4,13.0,18,2020,True,3,Furnished,5.5600000000000005,True,False
11421,L11421,1,4,5.0,13,2004,True,3,Furnished,14.07,True,True
11422,L11422,2,2,18.0,24,1992,False,0,Semi-Furnished,3.91,True,True
11423,L11423,3,4,0.0,23,2002,True,4,Unfurnished,8.69,False,False
11424,L11424,4,4,6.0,12,2011,False,0,Furnished,8.61,False,True
11425,L11425,4,3,1.0,30,1996,True,0,Furnished,8.97,True,False
11426,L11426,3,3,23.0,31,2009,False,0,Unfurnished,3.35,True,False
11427,L11427,3,2,18.0,28,2015,False,0,Semi-Furnished,4.94,True,False
11428,L11428,5,3,0.0,22,2008,True,2,Unfurnished,3.23,True,False
11429,L11429,5,3,25.0,28,2019,False,0,Furnished,0.45,True,True
11430,L11430,2,1,8.0,13,2023,True,1,Semi-Furnished,9.66,False,True
11431,L11431,4,2,20.0,25,2017,True,4,Semi-Furnished,14.94,False,True
11432,L11432,3,2,0.0,7,2023,False,0,Unfurnished,10.45,False,False
11433,L11433,3,3,1.0,6,2005,True,0,Unfurnished,11.96,False,True
11434,L11434,1,2,5.0,24,2021,True,0,Furnished,0.77,False,False
11435,L11435,5,2,2.0,19,2006,False,0,Furnished,10.98,True,False
11436,L11436,1,2,14.0,19,2013,False,0,Semi-Furnished,8.07,True,True
11437,L11437,3,2,20.0,36,1994,True,1,Semi-Furnished,4.26,False,True
11438,L11438,4,3,5.0,9,2001,False,0,Semi-Furnished,9.03,True,True
11439,L11439,4,1,25.0,36,2011,True,2,Unfurnished,10.69,True,False
11440,L11440,1,3,19.0,38,2001,False,0,Unfurnished,14.08,False,False
11441,L11441,5,1,5.0,29,2018,True,1,Furnished,3.08,True,False
11442,L11442,2,2,2.0,24,1995,False,0,Semi-Furnished,10.36,False,True
11443,L11443,4,4,1.0,5,1997,False,0,Semi-Furnished,8.62,False,False
11444,L11444,2,2,11.0,26,1995,True,4,Furnished,8.92,False,True
11445,L11445,5,2,0.0,14,2019,False,0,Semi-Furnished,1.55,False,True
11446,L11446,1,4,21.0,39,2008,False,0,Unfurnished,6.66,False,True
11447,L11447,5,2,28.0,29,2019,False,0,Semi-Furnished,9.43,False,False
11448,L11448,3,2,0.0,6,2014,True,0,Unfurnished,3.16,True,False
11449,L11449,5,4,1.0,7,1999,True,2,Unfurnished,3.59,False,False
11450,L11450,1,2,11.0,37,1991,True,0,Furnished,9.04,False,False
11451,L11451,1,2,7.0,18,2013,False,0,Unfurnished,10.45,False,False
11452,L11452,5,1,22.0,23,2017,False,0,Unfurnished,3.11,False,True
11453,L11453,1,3,9.0,38,2023,False,0,Semi-Furnished,8.91,True,False
11454,L11454,3,2,0.0,1,1992,False,0,Unfurnished,6.52,False,False
11455,L11455,2,2,1.0,4,2015,False,0,Unfurnished,2.5700000000000003,False,False
11456,L11456,5,2,9.0,35,2011,False,0,Furnished,1.62,True,False
11457,L11457,1,1,6.0,23,2021,False,0,Furnished,11.7,True,False
11458,L11458,2,2,3.0,27,2003,False,0,Semi-Furnished,4.59,True,False
11459,L11459,3,3,0.0,26,1992,False,0,Semi-Furnished,2.09,False,False
11460,L11460,5,4,2.0,8,2017,True,3,Furnished,9.65,False,True
11461,L11461,1,1,2.0,16,2015,False,0,Semi-Furnished,5.23,False,True
11462,L11462,2,4,0.0,3,1999,False,0,Semi-Furnished,0.67,True,True
11463,L11463,3,1,29.0,32,2015,False,0,Unfurnished,14.17,False,True
11464,L11464,4,2,1.0,5,2012,True,1,Semi-Furnished,10.12,False,True
11465,L11465,1,1,7.0,20,1996,False,0,Semi-Furnished,2.95,True,False
11466,L11466,3,2,1.0,14,2023,True,3,Furnished,0.8300000000000001,True,False
11467,L11467,2,4,1.0,32,2001,True,1,Unfurnished,7.44,True,False
11468,L11468,5,4,23.0,26,2011,False,0,Semi-Furnished,14.94,False,True
11469,L11469,2,3,5.0,6,2000,False,0,Furnished,5.64,True,False
11470,L11470,5,3,12.0,36,1998,True,1,Semi-Furnished,13.21,False,False
11471,L11471,3,1,4.0,5,1994,False,0,Furnished,10.73,True,True
11472,L11472,3,1,0.0,13,1995,False,0,Unfurnished,3.93,False,False
11473,L11473,2,2,13.0,32,1996,False,0,Semi-Furnished,0.75,False,False
11474,L11474,2,4,1.0,16,2007,False,0,Furnished,13.25,False,True
11475,L11475,5,4,0.0,1,2004,False,0,Unfurnished,12.15,False,True
11476,L11476,1,1,3.0,13,1990,False,0,Semi-Furnished,10.63,True,True
11477,L11477,2,4,2.0,11,2004,True,2,Furnished,14.68,True,True
11478,L11478,1,3,0.0,8,1998,False,0,Semi-Furnished,14.11,False,False
11479,L11479,1,1,3.0,25,1996,True,1,Unfurnished,2.98,False,True
11480,L11480,1,3,10.0,32,1998,False,0,Unfurnished,7.93,True,True
11481,L11481,3,2,12.0,24,2000,True,4,Semi-Furnished,3.19,False,False
11482,L11482,3,3,26.0,28,1992,False,0,Furnished,13.38,False,True
11483,L11483,1,1,1.0,14,2002,False,0,Unfurnished,0.72,False,True
11484,L11484,1,3,1.0,3,1994,False,0,Unfurnished,10.54,True,False
11485,L11485,3,3,4.0,36,2021,True,4,Furnished,10.17,False,True
11486,L11486,5,1,0.0,27,2011,True,2,Furnished,3.39,True,False
11487,L11487,4,2,13.0,20,2015,True,3,Semi-Furnished,13.84,True,False
11488,L11488,2,3,7.0,15,1992,False,0,Unfurnished,8.94,True,False
11489,L11489,1,1,25.0,27,1997,True,2,Furnished,13.65,False,False
11490,L11490,3,3,17.0,28,2013,False,0,Unfurnished,7.05,True,False
11491,L11491,1,3,2.0,25,2002,True,3,Furnished,12.16,True,True
11492,L11492,1,4,2.0,33,2000,True,3,Unfurnished,12.22,False,True
11493,L11493,1,3,3.0,14,2003,True,4,Semi-Furnished,9.98,False,False
11494,L11494,1,2,6.0,8,1994,False,0,Furnished,6.46,True,True
11495,L11495,5,3,12.0,14,2002,True,3,Unfurnished,13.57,True,False
11496,L11496,2,1,0.0,1,2013,True,0,Semi-Furnished,12.51,True,False
11497,L11497,2,1,8.0,16,2005,False,0,Semi-Furnished,3.54,False,True
11498,L11498,3,4,2.0,18,2018,True,4,Unfurnished,6.5,True,False
11499,L11499,5,4,0.0,7,2008,False,0,Semi-Furnished,2.2,False,True
11500,L11500,5,3,14.0,15,2006,True,2,Semi-Furnished,0.48,False,False
11501,L11501,2,4,9.0,24,2020,True,1,Unfurnished,1.25,False,True
11502,L11502,3,2,0.0,13,2018,False,0,Furnished,1.56,False,False
11503,L11503,5,4,5.0,9,2021,True,1,Furnished,5.28,True,False
11504,L11504,3,1,4.0,15,2006,True,2,Furnished,13.9,True,True
11505,L11505,2,4,9.0,35,1996,True,2,Semi-Furnished,8.85,False,True
11506,L11506,1,2,6.0,24,1994,False,0,Semi-Furnished,13.21,True,False
11507,L11507,5,2,2.0,33,2013,False,0,Semi-Furnished,0.8,False,True
11508,L11508,3,4,6.0,16,2022,False,0,Unfurnished,9.53,False,True
11509,L11509,1,4,0.0,8,2012,True,4,Furnished,7.86,True,True
11510,L11510,2,4,7.0,29,2003,False,0,Furnished,2.49,True,False
11511,L11511,4,1,2.0,23,2023,False,0,Unfurnished,3.33,True,True
11512,L11512,5,1,25.0,31,1993,False,0,Furnished,2.37,False,True
11513,L11513,5,2,4.0,14,1990,False,0,Unfurnished,3.66,False,True
11514,L11514,3,4,12.0,30,1991,True,0,Unfurnished,0.12,False,False
11515,L11515,2,3,29.0,39,2018,True,1,Furnished,4.79,False,True
11516,L11516,2,2,7.0,27,1998,False,0,Furnished,14.71,True,True
11517,L11517,5,1,1.0,16,2017,True,0,Furnished,9.45,True,True
11518,L11518,5,2,5.0,6,2022,True,1,Semi-Furnished,8.14,True,False
11519,L11519,3,1,9.0,33,2012,False,0,Semi-Furnished,8.27,True,False
11520,L11520,3,3,9.0,18,2009,True,3,Furnished,9.04,False,False
11521,L11521,4,4,6.0,16,2020,False,0,Furnished,11.13,True,False
11522,L11522,1,4,10.0,12,2015,False,0,Semi-Furnished,11.96,False,False
11523,L11523,3,4,11.0,20,2020,True,4,Unfurnished,0.54,False,True
11524,L11524,1,3,12.0,29,2021,False,0,Furnished,2.88,True,False
11525,L11525,5,3,7.0,30,2004,True,1,Furnished,2.5700000000000003,True,False
11526,L11526,4,3,16.0,26,2004,False,0,Furnished,5.75,False,False
11527,L11527,4,3,13.0,22,2014,False,0,Furnished,4.06,False,True
11528,L11528,4,1,15.0,33,2009,False,0,Unfurnished,12.3,False,False
11529,L11529,2,2,8.0,39,2011,False,0,Furnished,6.22,False,False
11530,L11530,5,3,19.0,29,2009,False,0,Furnished,12.63,False,False
11531,L11531,2,1,9.0,22,2004,True,4,Semi-Furnished,10.75,False,False
11532,L11532,2,2,12.0,13,2019,False,0,Semi-Furnished,6.65,True,False
11533,L11533,4,2,8.0,9,2003,True,2,Unfurnished,14.37,True,True
11534,L11534,2,3,0.0,24,2010,False,0,Semi-Furnished,11.87,True,False
11535,L11535,5,3,7.0,15,2006,True,0,Furnished,10.57,True,False
11536,L11536,5,2,9.63627358490566,36,1994,False,0,Semi-Furnished,11.77,True,False
11537,L11537,2,2,10.0,13,2004,True,2,Furnished,6.35,True,False
11538,L11538,5,1,6.0,27,2016,False,0,Furnished,1.75,False,False
11539,L11539,1,3,12.0,37,2009,False,0,Furnished,6.23,True,True
11540,L11540,2,2,6.0,7,2006,True,2,Furnished,7.78,False,False
11541,L11541,4,2,6.0,8,1998,True,2,Unfurnished,1.69,True,False
11542,L11542,4,4,24.0,37,1993,False,0,Furnished,5.62,False,True
11543,L11543,5,3,1.0,14,2005,True,4,Furnished,13.92,True,False
11544,L11544,5,1,7.0,12,2005,False,0,Semi-Furnished,2.07,False,True
11545,L11545,4,1,20.0,36,2018,True,1,Unfurnished,9.43,True,True
11546,L11546,1,4,9.0,17,2021,False,0,Unfurnished,12.68,False,False
11547,L11547,4,3,8.0,29,2021,True,4,Unfurnished,11.01,False,False
11548,L11548,2,1,7.0,27,2005,True,0,Unfurnished,3.0,False,False
11549,L11549,4,4,0.0,1,2004,False,0,Furnished,6.18,False,False
11550,L11550,3,1,18.0,34,2007,False,0,Semi-Furnished,8.47,True,True
11551,L11551,1,1,2.0,4,1993,True,2,Furnished,2.1,True,True
11552,L11552,1,4,23.0,24,1993,False,0,Semi-Furnished,3.98,False,True
11553,L11553,4,2,8.0,21,2006,False,0,Unfurnished,9.93,True,False
11554,L11554,3,2,1.0,33,2006,False,0,Furnished,12.53,True,True
11555,L11555,2,1,2.0,7,2023,True,0,Semi-Furnished,14.13,False,False
11556,L11556,4,3,0.0,1,2008,True,1,Furnished,3.23,False,False
11557,L11557,2,3,1.0,3,2011,True,2,Unfurnished,8.21,True,True
11558,L11558,3,3,13.0,15,1990,False,0,Unfurnished,9.59,True,False
11559,L11559,4,4,7.0,31,2007,True,0,Unfurnished,10.8,False,True
11560,L11560,4,1,1.0,16,2017,True,3,Semi-Furnished,9.84,False,False
11561,L11561,2,4,7.0,10,2002,False,0,Semi-Furnished,11.75,False,True
11562,L11562,4,3,4.0,29,1998,True,3,Furnished,6.08,False,False
11563,L11563,3,4,5.0,6,2006,False,0,Semi-Furnished,7.8100000000000005,False,False
11564,L11564,4,2,9.0,29,2023,True,4,Unfurnished,2.55,True,False
11565,L11565,5,3,14.0,17,2004,True,4,Unfurnished,0.52,True,False
11566,L11566,3,3,3.0,22,1998,True,1,Semi-Furnished,2.59,False,False
11567,L11567,1,2,2.0,24,2008,True,1,Semi-Furnished,10.66,False,True
11568,L11568,2,2,8.0,17,2000,False,0,Furnished,4.26,False,False
11569,L11569,3,1,15.0,21,2013,True,0,Semi-Furnished,11.28,False,False
11570,L11570,1,4,7.0,11,2010,True,3,Semi-Furnished,0.54,False,True
11571,L11571,1,1,0.0,7,2007,True,1,Semi-Furnished,4.8,False,True
11572,L11572,3,1,11.0,39,2015,True,3,Unfurnished,0.87,True,True
11573,L11573,1,1,2.0,5,1993,True,0,Furnished,11.36,True,True
11574,L11574,1,1,17.0,21,1991,True,3,Furnished,6.18,True,True
11575,L11575,5,2,11.0,18,2006,True,4,Furnished,2.79,False,False
11576,L11576,4,2,19.0,35,1990,True,2,Unfurnished,8.65,False,False
11577,L11577,5,4,4.0,20,2002,True,0,Unfurnished,14.52,True,True
11578,L11578,4,4,0.0,15,1999,False,0,Unfurnished,0.84,True,True
11579,L11579,1,4,4.0,5,2006,True,2,Furnished,9.17,False,True
11580,L11580,4,2,1.0,13,2010,False,0,Unfurnished,10.45,False,True
11581,L11581,5,3,4.0,12,1998,True,2,Unfurnished,12.68,True,True
11582,L11582,2,3,0.0,21,2020,True,1,Furnished,5.04,False,False
11583,L11583,2,4,11.0,37,1999,False,0,Unfurnished,9.83,True,True
11584,L11584,4,3,2.0,6,2004,False,0,Unfurnished,1.34,False,True
11585,L11585,2,1,5.0,7,1991,False,0,Unfurnished,1.69,True,True
11586,L11586,3,4,21.0,26,1992,False,0,Semi-Furnished,10.81,True,False
11587,L11587,2,3,6.0,8,2015,False,0,Unfurnished,6.9,True,False
11588,L11588,4,1,2.0,9,2022,False,0,Unfurnished,7.61,False,False
11589,L11589,1,1,15.0,27,2013,True,3,Furnished,13.08,False,False
11590,L11590,5,1,0.0,4,2022,True,4,Unfurnished,2.29,True,False
11591,L11591,2,1,12.0,21,2019,True,1,Furnished,2.9,True,True
11592,L11592,4,3,6.0,31,1993,True,1,Semi-Furnished,5.94,True,False
11593,L11593,5,2,2.0,21,2011,False,0,Furnished,5.71,True,False
11594,L11594,3,1,4.0,25,2009,True,1,Semi-Furnished,8.45,True,False
11595,L11595,1,4,9.63627358490566,39,2018,True,4,Furnished,6.6,True,True
11596,L11596,5,3,11.0,15,2010,True,2,Furnished,4.46,False,False
11597,L11597,5,1,14.0,35,2006,False,0,Furnished,12.8,False,True
11598,L11598,4,4,16.0,37,1991,False,0,Furnished,2.35,True,False
11599,L11599,3,1,11.0,28,2023,True,4,Semi-Furnished,0.25,True,True
11600,L11600,2,2,6.0,14,2011,True,1,Furnished,2.26,False,True
11601,L11601,3,1,1.0,4,1995,True,2,Semi-Furnished,7.24,True,True
11602,L11602,1,2,3.0,20,2014,True,1,Semi-Furnished,8.83,False,False
11603,L11603,2,4,31.0,34,1991,True,0,Unfurnished,2.41,True,True
11604,L11604,3,3,0.0,12,2006,False,0,Semi-Furnished,8.65,True,False
11605,L11605,1,1,3.0,33,1998,False,0,Unfurnished,0.64,False,False
11606,L11606,5,2,12.0,24,2009,True,3,Semi-Furnished,9.34,False,False
11607,L11607,5,4,19.0,20,2004,False,0,Furnished,7.97,False,True
11608,L11608,5,1,1.0,5,2015,True,3,Semi-Furnished,6.33,False,True
11609,L11609,5,1,9.63627358490566,38,2014,False,0,Furnished,13.84,True,False
11610,L11610,2,1,11.0,30,2020,False,0,Unfurnished,6.58,False,False
11611,L11611,5,2,14.0,24,2019,False,0,Unfurnished,5.61,True,True
11612,L11612,2,3,6.0,7,1999,True,1,Semi-Furnished,3.41,False,False
11613,L11613,2,4,9.63627358490566,36,2010,False,0,Unfurnished,4.76,False,True
11614,L11614,3,2,7.0,38,2013,True,3,Unfurnished,3.36,True,False
11615,L11615,5,3,11.0,16,2023,True,3,Furnished,2.71,True,True
11616,L11616,4,4,3.0,15,2017,False,0,Furnished,6.3,True,True
11617,L11617,5,2,21.0,23,2013,True,0,Furnished,0.97,False,False
11618,L11618,4,2,11.0,12,2018,False,0,Semi-Furnished,9.52,True,True
11619,L11619,5,3,16.0,29,2006,True,0,Unfurnished,7.12,False,False
11620,L11620,2,4,13.0,15,2013,False,0,Furnished,3.06,True,False
11621,L11621,5,3,5.0,29,2006,False,0,Furnished,0.2,False,True
11622,L11622,5,3,15.0,21,1995,True,3,Semi-Furnished,8.64,False,False
11623,L11623,5,2,9.0,15,2020,False,0,Furnished,1.11,False,True
11624,L11624,5,3,4.0,14,2009,False,0,Unfurnished,14.73,False,False
11625,L11625,3,1,13.0,16,1991,False,0,Furnished,7.34,True,True
11626,L11626,3,1,1.0,15,2007,True,3,Semi-Furnished,8.13,True,False
11627,L11627,2,1,0.0,4,2011,False,0,Unfurnished,13.4,False,False
11628,L11628,2,1,5.0,27,2015,False,0,Furnished,14.22,False,True
11629,L11629,4,4,10.0,23,2001,False,0,Unfurnished,14.0,False,False
11630,L11630,2,3,1.0,29,1995,True,0,Unfurnished,6.69,True,True
11631,L11631,3,3,8.0,9,2006,True,1,Unfurnished,3.38,False,False
11632,L11632,2,1,0.0,7,2003,True,4,Semi-Furnished,13.38,False,False
11633,L11633,4,4,0.0,4,1999,True,1,Unfurnished,3.95,True,True
11634,L11634,4,3,4.0,5,2015,True,1,Semi-Furnished,4.86,True,True
11635,L11635,3,1,3.0,5,1992,False,0,Furnished,1.81,True,True
11636,L11636,2,2,2.0,11,2004,False,0,Unfurnished,12.84,True,True
11637,L11637,4,3,4.0,28,2005,True,1,Semi-Furnished,13.69,False,False
11638,L11638,2,2,4.0,16,2003,False,0,Semi-Furnished,12.21,False,True
11639,L11639,2,3,23.0,30,2002,False,0,Furnished,4.64,False,True
11640,L11640,3,3,3.0,4,2016,True,4,Furnished,12.13,False,False
11641,L11641,3,3,1.0,2,1997,True,2,Unfurnished,1.9100000000000001,False,False
11642,L11642,2,2,2.0,3,2012,False,0,Semi-Furnished,11.74,False,True
11643,L11643,5,4,17.0,21,2000,True,4,Semi-Furnished,14.14,True,False
11644,L11644,5,2,2.0,6,1994,True,4,Semi-Furnished,3.65,True,False
11645,L11645,1,1,16.0,18,1994,True,4,Furnished,7.86,False,True
11646,L11646,1,4,4.0,5,2014,False,0,Unfurnished,9.2,True,False
