Listing_ID,City,Property_Type,Price,Sqft,Date_Listed,Agent_ID,Latitude,Longitude
L12456,Los Angeles,Apartment,1933965.42,9092.25,2023-06-30,A0031,37.385471,-123.121609
L12457,Chicago,Condo,3708333.15,2837.54,2024-05-29,A0030,25.365119,-82.857215
L12458,Los Angeles,Condo,3561406.62,1874.86,2024-06-08,A0009,43.583183,-94.052503
L12459,Los Angeles,Townhouse,4553407.56,2810.95,2024-02-26,A0001,44.379398,-116.014372
L12460,Phoenix,Townhouse,3197072.4,8883.01,2024-01-11,A0038,42.428586,-91.017448
L12461,Houston,Condo,1641280.94,6824.02,2024-02-11,A0047,34.048379,-121.275315
L12462,New York,Townhouse,3937800.85,4787.68,2024-04-01,A0029,27.388913,-87.156562
L12463,Houston,Apartment,2535288.45,8292.69,2024-05-11,A0025,25.119405,-92.33002
L12464,Los Angeles,Apartment,1048116.73,2748.9,2023-02-25,A0039,35.473472,-67.706516
L12465,Chicago,Apartment,3762316.19,2772.17,2023-09-22,A0020,47.7925,-115.521902
L12466,New York,Townhouse,749403.84,5888.59,2023-05-03,A0012,36.182688,-73.25428
L12467,New York,Condo,972951.32,8005.6,2024-01-13,A0034,46.556799,-100.251066
L12468,Chicago,Apartment,3817904.05,2965.81,2023-12-05,A0022,39.279689,-118.942357
L12469,New York,House,3873709.0,2495.33,2023-08-15,A0044,39.914027,-80.536225
L12470,Chicago,Apartment,3974828.22,5002.76,2024-04-20,A0014,44.243384,-68.366306
L12471,New York,Condo,1537293.11,1774.94,2023-06-05,A0028,31.915841,-79.982153
L12472,Houston,Apartment,4346278.54,7604.21,2023-03-20,A0007,37.711989,-88.55388
L12473,New York,House,3641073.87,5984.64,2023-10-02,A0006,27.184259,-120.336418
L12474,Phoenix,Apartment,4186440.31,5369.14,2023-12-19,A0036,47.921881,-100.799324
L12475,Chicago,Apartment,3572166.88,8786.5,2023-08-08,A0032,48.867744,-121.483418
L12476,New York,Condo,2940022.65,7459.34,2023-09-17,A0045,38.687117,-103.450391
L12477,Chicago,Apartment,636034.38,1918.06,2024-03-06,A0026,47.119592,-95.272288
L12478,Phoenix,Apartment,3583587.44,4494.1,2024-02-19,A0006,45.04788,-85.187934
L12479,New York,Townhouse,3483257.8,3552.07,2024-01-24,A0034,37.616389,-108.508301
L12480,New York,Condo,1631206.55,8119.66,2023-05-04,A0043,39.891387,-71.436728
L12481,Phoenix,Condo,3705516.87,7330.85,2023-10-16,A0048,42.498491,-96.095758
L12482,Phoenix,Condo,2797227.31,4984.1,2023-10-31,A0050,32.956256,-97.831118
L12483,Phoenix,Condo,2841090.57,8324.64,2023-06-09,A0029,32.430921,-117.908797
L12484,Chicago,Apartment,1901262.93,4395.64,2024-01-17,A0006,44.88927,-89.300661
L12485,Phoenix,House,672246.7,8133.74,2023-04-22,A0001,29.52928,-103.928127
L12486,Chicago,House,1162949.44,804.71,2024-09-04,A0008,30.672339,-70.811838
L12487,Houston,Townhouse,3867275.1,1778.88,2023-08-14,A0008,39.215318,-73.709957
L12488,New York,Apartment,1430063.6,7681.76,2024-05-02,A0026,34.537173,-100.937465
L12489,New York,Condo,111039.97,1586.7,2024-07-12,A0022,28.147872,-78.559121
L12490,Los Angeles,Condo,4985385.36,6995.73,2024-10-10,A0045,48.61356,-94.780575
L12491,Houston,House,1132342.95,7373.95,2023-12-27,A0016,36.358433,-97.023931
L12492,Phoenix,Townhouse,3311377.43,6790.86,2023-06-12,A0010,48.974461,-84.107952
L12493,Phoenix,Apartment,4641917.82,8273.21,2023-02-16,A0017,35.832618,-78.521142
L12494,Houston,Townhouse,3038592.4,5360.36,2024-08-22,A0045,43.843744,-88.137732
L12495,Phoenix,Apartment,4015250.01,9021.85,2023-12-04,A0008,41.893405,-75.742322
L12496,Los Angeles,Townhouse,4884221.39,5910.21,2023-09-30,A0050,32.828763,-114.665998
L12497,Chicago,Townhouse,4315780.79,5324.79,2023-02-24,A0020,26.999017,-102.592544
L12498,New York,Condo,2833730.03,5339.18,2023-09-24,A0049,28.641016,-104.379457
L12499,Houston,House,1882144.36,9164.78,2024-06-28,A0001,25.918314,-78.720514
L12500,New York,Condo,2464075.8,2815.11,2023-11-16,A0044,40.770861,-102.467293
L12501,Chicago,House,4224948.22,7102.84,2023-02-27,A0031,26.573347,-112.505868
L12502,Houston,Townhouse,4281437.59,2804.85,2024-09-11,A0022,32.106024,-71.171855
L12503,Chicago,Apartment,4244689.12,1375.66,2023-10-01,A0043,27.750546,-107.700846
L12504,Phoenix,Condo,3026399.57,9560.57,2023-11-30,A0025,39.005055,-72.865819
L12505,Phoenix,Apartment,2437084.0,1732.39,2024-11-15,A0012,41.836783,-85.403856
L12506,Phoenix,Condo,1625556.47,7018.84,2023-05-03,A0029,35.692651,-87.176746
L12507,Chicago,Condo,116468.19,4533.31,2024-07-08,A0002,47.989946,-107.457926
L12508,Chicago,Condo,3845977.83,8452.46,2023-05-28,A0014,31.455896,-73.67288
L12509,Chicago,Apartment,1457291.57,7845.42,2023-11-09,A0050,48.811785,-79.506685
L12510,New York,Condo,1715421.69,1865.8,2023-07-29,A0024,39.04277,-117.351339
L12511,Chicago,Condo,4233058.0,4944.26,2023-10-01,A0025,45.649849,-71.209885
L12512,Phoenix,Condo,356030.67,761.56,2023-05-25,A0047,27.8797,-101.734807
L12513,Los Angeles,Apartment,4645339.62,4580.47,2024-08-23,A0024,48.607951,-78.10754
L12514,Chicago,Condo,106673.42,7152.05,2024-01-09,A0012,43.121202,-112.195577
L12515,Los Angeles,Apartment,4701928.66,2705.48,2023-12-22,A0003,39.271202,-120.68246
L12516,Phoenix,House,2328316.61,8195.32,2024-07-04,A0015,25.116718,-76.077428
L12517,Chicago,Condo,600400.86,1005.07,2024-04-08,A0045,25.101151,-82.382212
L12518,New York,Townhouse,3403390.7,828.38,2023-06-16,A0010,29.053676,-120.087134
L12519,New York,House,4489696.49,760.8,2023-12-10,A0010,34.772933,-118.47777
L12520,Los Angeles,Apartment,2246556.8,3160.26,2023-05-29,A0040,32.101717,-97.334073
L12521,New York,Townhouse,3487653.73,4937.51,2023-10-12,A0042,45.39378,-99.986031
L12522,New York,Apartment,4898877.33,1520.75,2023-12-20,A0027,43.033993,-100.609823
L12523,New York,Apartment,1279434.04,9969.06,2023-09-18,A0006,46.406343,-70.953445
L12524,Phoenix,Condo,4120202.34,9995.83,2024-12-07,A0038,33.974546,-99.457127
L12525,New York,Townhouse,1546661.84,5438.12,2024-10-10,A0030,43.882015,-108.700224
L12526,Houston,Apartment,2189054.24,5896.09,2024-12-07,A0009,45.225569,-90.36802
L12527,Chicago,House,1480652.76,9304.68,2023-06-21,A0040,48.930172999999996,-73.080186
L12528,New York,Condo,2285457.57,7813.03,2023-07-09,A0033,43.647378,-80.965173
L12529,New York,House,124936.26,2095.5,2023-04-23,A0023,45.607677,-67.558865
L12530,New York,House,1586850.35,8028.64,2024-05-09,A0021,32.293046,-104.56065
L12531,Houston,Condo,2281940.91,2693.93,2024-12-02,A0001,41.075712,-117.416564
L12532,New York,Apartment,3197976.9,4587.35,2024-03-21,A0040,40.878268,-70.047167
L12533,New York,House,3223070.82,5558.83,2024-11-30,A0047,39.001876,-76.259453
L12534,Chicago,Apartment,2960549.53,7311.49,2024-03-08,A0012,48.121546,-101.908984
L12535,Houston,Apartment,1535855.97,1926.43,2023-06-16,A0035,35.016775,-106.596392
L12536,Houston,Condo,4742281.15,1223.61,2024-11-11,A0046,45.831001,-84.184166
L12537,New York,House,2020652.14,8728.17,2023-11-02,A0023,26.343009,-101.332577
L12538,Houston,House,1162780.31,8354.53,2024-06-12,A0034,34.830965,-110.226994
L12539,Los Angeles,Condo,2817113.4,5471.02,2024-07-18,A0034,26.750496,-124.017488
L12540,Houston,Apartment,3769750.48,6792.46,2024-01-13,A0027,39.258187,-88.815423
L12541,Houston,Apartment,159944.51,7333.36,2023-07-02,A0032,39.216866,-83.360272
L12542,Houston,Condo,1454085.64,5027.05,2023-07-25,A0019,33.3211,-71.743586
L12543,Phoenix,Apartment,4142391.48,2943.69,2024-03-15,A0018,46.746683,-113.712673
L12544,Phoenix,Apartment,2584403.36,5073.23,2023-07-12,A0008,28.899402,-79.396695
L12545,Phoenix,House,2101592.69,9532.58,2024-10-16,A0049,36.142493,-122.746111
L12546,Houston,Apartment,4661416.27,8459.41,2023-09-15,A0035,39.161419,-113.236905
L12547,Los Angeles,Apartment,538721.98,4922.7,2023-01-12,A0048,29.758006,-71.207834
L12548,Houston,Apartment,3116293.98,2643.0,2023-07-04,A0049,44.663459,-109.435328
L12549,New York,Apartment,1776724.71,8951.34,2023-08-03,A0036,35.934264,-91.133676
L12550,Los Angeles,Condo,447034.65,6563.29,2024-12-02,A0049,37.555817,-91.152647
L12551,Phoenix,Condo,1147348.09,4345.03,2024-11-04,A0049,34.754519,-105.328143
L12552,Chicago,Condo,3176872.74,1560.75,2024-12-18,A0028,39.545089,-95.521517
L12553,Los Angeles,Apartment,238556.98,7641.75,2024-04-03,A0036,44.535746,-105.953869
L12554,Phoenix,Condo,3002019.2,3511.24,2023-12-06,A0038,33.04529,-91.240771
L12555,Los Angeles,Townhouse,4788567.06,6259.91,2023-12-30,A0044,32.304828,-114.017316
L12556,Los Angeles,Townhouse,3995970.71,5911.36,2024-12-11,A0039,46.885472,-69.00517
L12557,Houston,Townhouse,1793425.69,7146.42,2023-11-17,A0040,48.982434,-94.521783
L12558,New York,House,777217.47,5607.4,2024-09-23,A0050,30.46746,-100.434189
L12559,Chicago,Apartment,2378815.73,6488.91,2023-08-28,A0005,30.209183,-115.536731
L12560,Phoenix,House,2025457.14,1274.65,2023-01-15,A0038,28.551913,-92.021661
L12561,Los Angeles,Condo,4861491.5,6820.15,2023-06-15,A0049,32.02626,-117.478181
L12562,Chicago,Apartment,4950353.47,2344.81,2023-12-20,A0013,36.912806,-84.325889
L12563,Los Angeles,Townhouse,2111864.82,4223.82,2024-04-01,A0015,25.116281999999998,-88.209985
L12564,New York,Apartment,829041.52,5369.08,2023-11-17,A0004,30.783721,-93.221372
L12565,Chicago,House,4561986.79,7025.33,2023-09-22,A0038,45.60492,-101.897082
L12566,Phoenix,Condo,3988357.15,7553.06,2023-06-19,A0031,27.972516,-98.363893
L12567,Los Angeles,Condo,2605243.61,7196.77,2024-05-25,A0030,45.111106,-94.403884
L12568,New York,House,1890237.75,1403.5,2024-03-25,A0002,38.439698,-112.13818
L12569,Chicago,Apartment,2296012.56,4175.59,2024-12-26,A0007,31.365855,-107.074717
L12570,Los Angeles,House,4519217.76,3166.32,2024-11-21,A0009,35.944972,-75.605099
L12571,Los Angeles,Condo,1004752.89,4285.0,2023-03-19,A0029,29.101069,-121.080012
L12572,Phoenix,Townhouse,4053239.25,6645.3,2023-07-27,A0030,39.304641,-78.834824
L12573,New York,Condo,189134.1,2332.75,2023-01-31,A0019,26.961479,-103.167755
L12574,Houston,Condo,4610802.77,5269.94,2023-07-13,A0022,39.664839,-101.810252
L12575,Los Angeles,Apartment,2551456.67,8906.28,2023-06-09,A0049,36.400863,-103.265568
L12576,Chicago,Townhouse,1211064.35,7445.71,2023-04-10,A0036,25.027128,-90.196789
L12577,Phoenix,Condo,113996.86,7390.97,2024-05-18,A0003,47.296674,-98.420499
L12578,Phoenix,Townhouse,2841777.7,8562.81,2023-07-22,A0030,25.711095,-99.785083
L12579,Los Angeles,House,1297990.57,4292.83,2023-01-08,A0037,45.444057,-118.022977
L12580,Los Angeles,Apartment,3193195.25,7715.09,2024-12-09,A0016,31.12125,-70.345542
L12581,Los Angeles,Townhouse,1477729.48,1057.69,2024-04-26,A0002,48.569677,-79.421233
L12582,Houston,Townhouse,531317.74,1036.06,2024-06-27,A0041,48.993179,-97.115868
L12583,Los Angeles,Apartment,2574752.99,3652.09,2023-10-30,A0011,30.599829,-115.791882
L12584,New York,House,2865980.11,2370.05,2023-01-08,A0047,31.050955,-70.797595
L12585,Chicago,Townhouse,2317691.13,5426.12,2024-11-04,A0028,45.353401,-114.683695
L12586,Los Angeles,Apartment,2344374.22,2240.42,2023-06-21,A0029,28.374472,-116.05513
L12587,Houston,Condo,2989285.63,9767.95,2023-06-02,A0027,25.081072,-114.334774
L12588,Chicago,Apartment,2679132.2,8585.5,2023-10-09,A0045,40.117665,-119.669793
L12589,Phoenix,Condo,749580.94,9834.07,2024-01-28,A0006,31.525995,-115.427839
L12590,Los Angeles,Townhouse,1065719.67,8173.75,2023-10-30,A0038,33.851363,-87.692132
L12591,Chicago,Townhouse,794776.1,9535.54,2023-07-19,A0018,35.740191,-112.809078
L12592,Phoenix,Townhouse,3497148.35,3997.0,2023-05-25,A0040,31.380217,-99.186405
L12593,Houston,House,2690132.22,5230.1,2023-01-15,A0005,27.848828,-93.236924
L12594,New York,House,2206290.11,2778.04,2024-11-12,A0010,41.987374,-85.207949
L12595,Los Angeles,Condo,4011861.08,6540.16,2023-11-06,A0022,36.830425,-114.920788
L12596,New York,Apartment,1696393.83,7988.19,2024-02-01,A0041,43.448626,-94.944529
L12597,Houston,Condo,2883722.65,5238.05,2024-05-20,A0024,46.763264,-69.072742
L12598,Chicago,Apartment,464597.25,3315.54,2024-05-09,A0007,30.42824,-99.05893
L12599,Chicago,Townhouse,3747580.01,5322.89,2024-11-20,A0033,46.477688,-88.934698
L12600,Houston,Apartment,3506442.98,1097.5,2023-02-13,A0012,47.957924,-67.883147
L12601,Houston,House,4031660.18,7350.63,2023-09-16,A0017,32.143691,-99.12658
L12602,Los Angeles,Apartment,4433932.19,4790.27,2023-06-30,A0036,45.503634,-97.801283
L12603,Phoenix,Apartment,3814338.51,9033.23,2023-11-08,A0034,31.544756,-82.018468
L12604,New York,Townhouse,4238000.46,9270.88,2023-02-23,A0020,45.089441,-104.084485
L12605,New York,Townhouse,1793707.53,1692.3,2024-11-27,A0050,46.772556,-114.826925
L12606,Chicago,House,1782353.07,9963.05,2024-10-13,A0015,48.228542,-118.859497
L12607,Chicago,Apartment,4727074.02,9713.31,2023-12-15,A0009,38.766786,-81.822975
L12608,Los Angeles,Apartment,4581415.23,6457.75,2024-01-19,A0016,38.128956,-96.406955
L12609,Houston,Apartment,2787636.97,8341.75,2023-07-06,A0008,27.43341,-106.385647
L12610,New York,Townhouse,1896138.05,675.15,2023-11-17,A0023,37.946964,-118.043612
L12611,Los Angeles,House,4343407.5,9718.66,2023-12-18,A0044,45.141432,-70.549323
L12612,Chicago,Apartment,1684714.55,4834.98,2024-10-21,A0007,25.219335,-118.19662
L12613,Chicago,Apartment,852811.91,9142.15,2024-03-31,A0028,46.809538,-67.738518
L12614,New York,Apartment,3233514.11,4158.69,2023-10-20,A0031,38.82857,-89.540846
L12615,Chicago,Apartment,308846.87,7987.68,2023-06-08,A0040,40.417943,-77.078749
L12616,Chicago,House,1957599.34,4470.49,2024-04-23,A0010,42.517597,-102.243256
L12617,Phoenix,House,4057552.7,3945.71,2023-01-25,A0015,47.28293,-113.21015
L12618,Houston,House,1546559.36,9494.37,2023-08-20,A0007,41.664371,-115.240947
L12619,Chicago,Townhouse,4663445.85,7141.56,2024-09-12,A0042,35.557855,-78.998473
L12620,Phoenix,Apartment,4783540.87,8480.77,2024-07-14,A0022,45.609778,-104.873705
L12621,Los Angeles,Apartment,4097499.87,5661.9,2024-06-03,A0022,47.820773,-107.170254
L12622,Chicago,Apartment,4939452.26,9224.31,2024-04-22,A0039,39.909002,-93.397159
L12623,Los Angeles,Apartment,2700744.15,7529.62,2024-08-28,A0021,43.360344,-91.668518
L12624,Chicago,Condo,2889077.81,1185.59,2024-09-24,A0021,38.258482,-111.502858
L12625,New York,House,4197217.39,7785.27,2024-02-23,A0026,27.66527,-73.634337
L12626,Phoenix,Condo,2514745.75,677.75,2024-01-05,A0042,39.661974,-70.835062
L12627,Phoenix,Condo,2092928.03,8376.15,2024-05-06,A0010,38.674766,-111.442042
L12628,New York,Townhouse,3112292.6,3652.73,2023-01-13,A0025,37.007507,-87.082935
L12629,Houston,Townhouse,3322531.6,6183.71,2023-03-14,A0006,38.546714,-102.022139
L12630,Phoenix,Apartment,3779389.53,7619.08,2023-06-01,A0015,33.138027,-113.871273
L12631,Los Angeles,Condo,3374183.42,6551.17,2024-03-07,A0024,44.234666,-101.08108
L12632,Phoenix,Condo,3754036.8,6887.52,2024-06-28,A0016,30.834684,-82.750317
L12633,Houston,House,3405342.39,8980.32,2023-09-14,A0037,35.369417,-94.788372
L12634,Los Angeles,Condo,2454181.67,4052.73,2023-11-24,A0004,42.124771,-100.317768
L12635,Los Angeles,Townhouse,761179.46,5697.88,2023-09-11,A0018,38.495039,-101.591138
L12636,New York,Condo,3948671.82,2161.82,2024-10-15,A0041,28.13209,-99.311584
L12637,Chicago,Townhouse,250817.84,4941.66,2024-11-19,A0037,36.890342,-105.001603
L12638,New York,Apartment,4963250.45,1925.35,2023-05-02,A0011,42.925933,-121.563876
L12639,Chicago,Townhouse,4159446.6,6519.06,2023-02-02,A0013,26.689223,-74.167587
L12640,New York,Apartment,3387461.98,3580.39,2023-09-17,A0006,45.439894,-69.552365
L12641,Chicago,House,4836373.18,8660.64,2024-07-03,A0033,37.269339,-83.127571
L12642,Phoenix,Apartment,3101104.38,3763.99,2023-06-02,A0036,37.678584,-112.26835
L12643,Los Angeles,Condo,376521.12,3224.92,2023-09-02,A0021,38.536196,-86.230831
L12644,Chicago,Townhouse,2840972.65,5167.07,2023-05-21,A0047,30.845582,-74.464749
L12645,Phoenix,Apartment,1458300.51,2165.62,2024-09-22,A0031,34.138355,-84.319527
L12646,Houston,Apartment,1910439.89,2436.16,2024-05-03,A0018,41.053437,-80.969937
L12647,New York,Apartment,2351967.26,7939.89,2023-08-18,A0017,34.479834,-106.914886
L12648,Houston,Apartment,3895543.66,5223.64,2023-07-20,A0009,47.508927,-79.257918
L12649,Phoenix,Apartment,2564353.15,2460.25,2024-07-08,A0015,46.752244,-114.602545
L12650,Houston,Apartment,2425933.43,799.47,2023-06-15,A0029,29.223961,-84.249644
L12651,Houston,Townhouse,1579663.47,4931.54,2023-02-04,A0004,29.765629,-111.749003
L12652,Phoenix,Condo,2745373.99,7554.99,2024-08-27,A0024,34.864508,-89.613239
L12653,Los Angeles,Condo,1317115.19,3836.31,2023-08-18,A0011,38.995627,-102.098326
L12654,Chicago,Apartment,1378869.7,2855.66,2023-10-17,A0024,46.177839,-90.74333
L12655,New York,Townhouse,3810568.0,4265.61,2024-03-01,A0044,28.014172,-109.045204
L12656,Chicago,Apartment,1778481.6,9611.73,2024-08-26,A0012,44.088951,-68.915792
L12657,New York,House,351858.4,4520.04,2024-11-21,A0031,27.914469,-76.849038
L12658,Chicago,Condo,1784018.7,2966.56,2024-11-07,A0004,38.328591,-81.882402
L12659,Houston,Apartment,3229003.82,5907.8,2023-03-07,A0040,38.909289,-92.528524
L12660,Los Angeles,Townhouse,4088529.37,8202.07,2023-02-03,A0044,48.136297,-77.949622
L12661,Houston,Condo,4813489.74,712.16,2023-08-20,A0020,43.044068,-84.210288
L12662,Los Angeles,Townhouse,3756480.07,5801.97,2024-10-27,A0006,42.360514,-105.907969
L12663,Phoenix,House,2201372.89,8444.97,2023-11-28,A0045,25.600513,-115.526764
L12664,New York,Apartment,1565684.47,2548.43,2024-11-18,A0005,43.149421,-98.683758
L12665,New York,House,735186.95,9255.99,2023-05-07,A0014,41.274699,-86.31489
L12666,Phoenix,Condo,3175663.53,5988.11,2023-05-05,A0015,41.300365,-100.820932
L12667,Chicago,Apartment,2598428.24,5408.9,2024-01-03,A0017,26.215834,-79.006984
L12668,Phoenix,Condo,3420737.43,9654.78,2023-03-20,A0015,34.405814,-108.260854
L12669,Phoenix,Apartment,1261952.47,1731.69,2023-01-10,A0025,27.75635,-102.53437
L12670,Los Angeles,Townhouse,1685856.42,7531.34,2024-07-01,A0043,46.888594,-71.112377
L12671,Phoenix,Condo,1531267.21,8276.43,2023-06-17,A0014,33.804695,-110.729621
L12672,New York,House,4008494.03,5141.29,2023-05-17,A0028,46.029338,-115.351522
L12673,Houston,House,939026.09,561.52,2023-06-30,A0031,32.625739,-115.428775
L12674,Los Angeles,Townhouse,3081513.37,5481.2,2024-12-21,A0045,41.107948,-114.029817
L12675,Los Angeles,Townhouse,351639.58,1958.36,2024-03-29,A0027,25.226922,-122.965285
L12676,Chicago,House,2792685.12,5844.42,2023-03-27,A0041,41.743136,-100.136536
L12677,Houston,Townhouse,413178.48,7516.88,2024-12-20,A0036,41.734704,-93.461896
L12678,Los Angeles,Apartment,961795.29,5545.18,2023-08-02,A0016,28.308014,-84.577115
L12679,Phoenix,House,653823.98,6492.62,2023-11-05,A0050,35.738895,-121.502919
L12680,Los Angeles,Condo,1798954.23,1487.48,2023-06-16,A0035,41.397156,-93.808925
L12681,Los Angeles,House,1784283.95,1421.93,2023-11-13,A0013,37.74005,-79.202131
L12682,Los Angeles,Townhouse,4149454.48,8583.94,2023-02-21,A0021,47.209207,-91.681638
L12683,Chicago,Apartment,1205868.51,968.63,2023-07-15,A0047,30.060568,-110.250217
L12684,Los Angeles,Condo,523295.03,3200.85,2024-12-08,A0020,48.161831,-87.179891
L12685,Los Angeles,House,3057207.77,9408.12,2024-12-13,A0049,36.831544,-104.208109
L12686,Chicago,House,3468508.43,4859.24,2023-07-25,A0008,48.994079,-89.639565
L12687,Houston,Condo,1544635.72,6908.12,2024-11-12,A0020,35.232337,-69.40471
L12688,New York,Apartment,3053789.17,2606.06,2023-08-31,A0032,45.849126,-109.884905
L12689,Chicago,Townhouse,3902677.18,3069.87,2023-08-06,A0006,45.067456,-84.96232
L12690,Chicago,Townhouse,1803009.4,5335.51,2024-12-07,A0014,37.933872,-92.770489
L12691,Los Angeles,Townhouse,2674233.82,6561.95,2023-12-18,A0034,43.304315,-102.328531
L12692,Los Angeles,Townhouse,818503.04,9624.38,2024-08-09,A0036,42.827175,-124.832868
L12693,New York,Condo,215869.33,5956.99,2023-06-28,A0012,28.1852,-73.065369
L12694,Los Angeles,Apartment,4908703.08,1411.71,2024-01-22,A0034,42.626677,-75.953033
L12695,Phoenix,Apartment,1568681.17,3985.73,2023-12-30,A0016,42.445007,-70.382357
L12696,Los Angeles,House,1466620.05,2819.59,2024-09-23,A0044,35.329957,-87.306222
L12697,Los Angeles,House,4868901.15,2916.81,2024-01-12,A0035,28.689248,-94.144334
L12698,Phoenix,Apartment,3668344.27,5301.18,2024-07-26,A0043,35.829182,-116.153052
L12699,New York,House,2967959.65,3508.33,2023-10-07,A0013,42.925764,-98.214538
L12700,Phoenix,Apartment,3526684.64,3248.43,2024-10-21,A0027,46.110985,-100.785403
L12701,Chicago,Condo,3578640.18,9696.18,2023-03-15,A0041,33.85488,-110.408657
L12702,Phoenix,Condo,3840345.81,6047.61,2024-12-27,A0030,33.114315,-77.00168
L12703,Houston,Townhouse,429227.23,2986.9,2024-05-14,A0033,29.722998,-86.413015
L12704,Chicago,Apartment,2122873.96,3120.76,2024-05-04,A0036,33.802554,-82.684226
L12705,Los Angeles,Condo,1546138.56,8204.77,2023-04-07,A0032,30.734098,-84.460523
L12706,Chicago,Apartment,445791.23,8921.52,2023-02-04,A0014,33.081953,-119.026958
L12707,New York,House,2121735.08,6950.8,2024-08-12,A0048,37.97309,-81.459542
L12708,New York,Apartment,3119250.08,4598.74,2024-05-15,A0040,38.6298,-75.873688
L12709,Phoenix,Townhouse,974638.63,7763.45,2023-10-13,A0045,42.797325,-97.900521
L12710,Chicago,Townhouse,1594631.05,9405.13,2023-03-24,A0020,48.592382,-77.059929
L12711,Los Angeles,Condo,3231937.03,2078.91,2023-02-10,A0027,27.149356,-101.9159
L12712,New York,House,2938690.82,8686.2,2024-05-12,A0033,30.654374,-82.015872
L12713,Los Angeles,House,4357048.77,8563.81,2024-09-05,A0032,34.836716,-85.574601
L12714,Houston,Apartment,3977031.75,3981.77,2024-11-19,A0042,48.222692,-73.461091
L12715,New York,House,4831494.16,3271.97,2024-08-18,A0029,31.750519,-94.609261
L12716,Phoenix,Townhouse,3026247.22,5870.45,2023-08-01,A0036,46.053517,-114.653493
L12717,Houston,Condo,3522490.1,3086.79,2023-09-05,A0007,34.743455,-108.409402
L12718,Chicago,Condo,4316480.67,1881.08,2024-07-30,A0022,48.008775,-97.843577
L12719,Los Angeles,Condo,4215962.98,9554.25,2024-08-19,A0025,25.870939,-98.028835
L12720,New York,House,3621736.05,5167.98,2023-05-01,A0011,30.807012,-87.206283
L12721,Houston,House,2551255.43,4986.43,2024-03-31,A0003,25.936085,-123.569552
L12722,Houston,Townhouse,1438713.75,1697.98,2024-02-29,A0005,43.040173,-96.968113
L12723,New York,Apartment,4398357.19,5289.45,2024-03-12,A0044,40.646511,-91.434703
L12724,Chicago,Apartment,3905611.67,7556.91,2024-12-15,A0043,30.56904,-87.83351
L12725,Chicago,Condo,4205744.06,2856.44,2024-02-04,A0033,26.322162,-82.594487
L12726,Phoenix,Condo,789867.66,4004.44,2024-10-10,A0044,44.013668,-85.337619
L12727,Chicago,House,1642583.1,2199.7,2023-08-29,A0009,43.238725,-81.505399
L12728,Phoenix,Condo,2181936.69,3873.22,2024-08-30,A0048,47.06444,-75.477386
L12729,Houston,Townhouse,4207924.66,8682.17,2024-03-23,A0011,29.012541,-120.071368
L12730,New York,Townhouse,4475144.7,2752.07,2024-10-24,A0003,38.775535,-99.389198
L12731,Chicago,Condo,1495974.3,780.65,2024-03-06,A0008,47.036532,-113.801669
L12732,Phoenix,Condo,3463502.92,5594.12,2024-11-19,A0050,29.933142,-124.58697
L12733,Houston,Condo,481289.61,6005.18,2024-11-25,A0036,39.575985,-104.198813
L12734,Chicago,Condo,2106909.03,3624.65,2023-04-29,A0009,39.570501,-67.190251
L12735,Los Angeles,Condo,2484678.63,6594.9,2024-07-28,A0036,26.003315,-109.533643
L12736,Houston,Townhouse,3851600.79,860.07,2024-09-11,A0033,43.774032,-98.056287
L12737,Chicago,Apartment,4470663.96,3735.45,2024-06-21,A0023,43.948205,-72.69214
L12738,Houston,Townhouse,1752687.86,1873.43,2024-11-18,A0003,29.60063,-114.561895
L12739,New York,Townhouse,2685920.56,2683.16,2024-05-01,A0043,26.020538,-116.32651
L12740,New York,Condo,3272496.29,4134.08,2024-05-04,A0042,42.280634,-105.619481
L12741,New York,Apartment,1710567.42,5187.4,2024-02-18,A0050,28.235512,-87.350104
L12742,Los Angeles,Condo,4929137.24,1385.4,2023-05-10,A0016,41.546933,-90.020641
L12743,New York,Townhouse,4391294.46,1462.53,2024-06-24,A0046,28.607148,-108.234167
L12744,Los Angeles,Apartment,1552373.86,6903.43,2024-03-13,A0008,45.647937,-72.529747
L12745,New York,House,2588936.53,4339.26,2023-06-09,A0043,39.675585,-119.59408
L12746,Houston,Condo,1231119.0,2176.96,2023-04-18,A0001,38.842531,-74.099985
L12747,Chicago,House,2621069.2,2731.71,2023-08-31,A0043,37.823808,-114.947818
L12748,Chicago,House,3448328.49,7340.53,2023-09-08,A0024,25.98993,-94.441599
L12749,New York,House,519053.35,991.71,2023-06-15,A0029,45.13083,-89.579614
L12750,Chicago,House,4363574.3,5333.06,2023-10-04,A0013,35.876178,-70.737778
L12751,New York,Apartment,3009354.76,3923.05,2023-10-10,A0045,33.881487,-108.289117
L12752,New York,Condo,4949054.2,8205.9,2024-05-14,A0002,40.144198,-71.802757
L12753,Phoenix,Apartment,225398.39,8006.02,2024-12-28,A0033,36.99429,-68.859427
L12754,Phoenix,Condo,4174341.92,7047.42,2023-02-03,A0014,31.90085,-69.35026
L12755,Phoenix,Condo,3980618.94,4155.45,2023-06-16,A0010,28.555767,-95.1843
L12756,Los Angeles,Condo,750977.31,6496.74,2023-03-10,A0004,27.432187,-115.755534
L12757,Phoenix,Apartment,1742997.61,6578.56,2024-09-20,A0047,30.676067,-94.480059
